id,item_type,provenance_status,valid_before,failures_before
1cda60cd-971a-4294-b90f-fdef2d7ef6da,regulation,quarantined,False,"[{'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
1e27cdcc-a3f8-4633-89f5-6ebfd2a21d5e,initiative,quarantined,False,"[{'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
1e80067a-7789-4e68-9589-b3bb71fd58ed,regulation,quarantined,False,"[{'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
1f006cfa-e1ce-401a-9d82-999cdbc85d64,guidance,quarantined,False,"[{'claim': 'Rail is 6x less CO2-intensive than road for freight transport', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'Rail is 5x less CO2-intensive than aviation for passenger transport', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'Rail and waterborne transport are much more GHG efficient than road transport and aviation, both for passengers and for freight', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': '[jurisdictional_scope] The transport sector is the largest source of greenhouse gas emissions in the European Union and has shown little progress in emission reduction in recent decades', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The EEA briefing on rail and waterborne transport was published on 24 March 2021', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The European Green Deal calls for a 90% reduction in transport emissions by 2050 compared with 1990', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'Rail freight transport aims at a 50% increase by 2030 and a doubling by 2050', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The EEA indicator on greenhouse gas emissions from transport was published on 6 November 2025', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'Estimates of 2024 indicate a small increase in GHG emissions from transport of 0.7%, compared with 2023 levels', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The Effort Sharing Regulation covers the transport sector (excluding international shipping) for EU Member States', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The UIC Energy Efficiency and CO2 Emissions Sector provides strategy, guidance and leadership across UIC on projects and issues related to energy efficiency and renewable energy in the railway sector', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'Two European Commission regulations approved in 2014 (1301 and 1302) introduce new Technical Specifications for Interoperability (TSI) that reference CENELEC standard EN 50463', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': '[effective_date] The CER press release on rail and energy independence was issued on 10 April 2026', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'Trains are the most efficient form of passenger transport in the EU, with GHG emissions per pkm that are only a fraction of most other modes', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': '[primary_deadline] The Sustainable and Smart Mobility Strategy identifies a doubling of high-speed rail traffic in Europe by 2030 and a tripling by 2050 as milestones for passenger transport', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'By 2030, current policies and measures are projected to deliver GHG emissions from transport that would reach 1990 levels; with additional measures, those emissions would be 13% below 1990 levels', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': '28 European UIC members have collectively committed to reducing CO2 emissions per passenger-kilometre and per tonne-kilometre by 100% by 2050', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'The 2024 Rail Environmental Report was last updated on 2 July 2024', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'guidance', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
206cada4-5731-43ef-8908-56389645ba0e,regulation,unverified,False,"[{'reason': 'no_section_content', 'criterion': 2}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
219945bb-eb7a-4885-8118-acfeef4a3f24,regulation,verified,True,[]
237b3cc1-9971-46d6-a4ef-07fd65b05eed,market_signal,quarantined,False,"[{'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
23cf67df-1fc5-47e0-9acc-3e37ceac91c5,guidance,quarantined,False,"[{'reason': 'no_section_content', 'criterion': 2}, {'reason': 'missing_full_brief', 'criterion': 6}]"
2473ece6-c48d-4561-be99-b4958bb34ffe,initiative,quarantined,False,"[{'reason': 'missing_required_slot', 'slot_key': 'signal_event', 'criterion': 5, 'item_type': 'initiative'}, {'reason': 'missing_required_slot', 'slot_key': 'driving_parties', 'criterion': 5, 'item_type': 'initiative'}, {'reason': 'missing_required_slot', 'slot_key': 'conversion_trigger', 'criterion': 5, 'item_type': 'initiative'}, {'reason': 'missing_required_slot', 'slot_key': 'action_now', 'criterion': 5, 'item_type': 'initiative'}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
262ac5f2-4fbe-4968-bde7-f5f68821cc59,market_signal,verified,True,[]
2648d4ad-eac5-406b-888c-d551d5e1d403,market_signal,verified,True,[]
27dfbe4c-f152-422e-8eb9-1e14d6e99a10,regulation,quarantined,False,"[{'claim': 'A series of implementing regulations are also expected to follow, such as regulations on marine environmental protection, chemical management, environmental monitoring, etc., which would be drafted by the respective ministries.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[jurisdictional_scope] Only the following 10 environmental statutes are incorporated in full.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'The Key Controlled New Pollutant List under Article 649 creates obligations for producers, importers, and users of listed substances.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'The Ecological Environment Monitoring Regulation (effective January 1, 2026) mandates automated, digitized environmental monitoring and establishes legal liability for data falsification.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'Maximum fines now reach RMB 2 million, with possible production suspension or facility shutdown, compared with prior maximum fines of RMB 30,000 under the old registration rules.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'Local legislature will also conduct a comprehensive review of local environmental laws and regulations. Provisions that conflict with the Code will be repealed or amended in line with the Code.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': ""Article 1037: 'The State shall establish a national carbon emissions trading market. Key greenhouse gas emitting entities included in the national carbon emissions trading market shall fulfil their mandatory emission reduction responsibilities in accordance with national regulations.'"", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'The main objectives of the 15th Five-Year Plan include: to achieve the goal of carbon peaking as scheduled, to reduce the carbon dioxide emissions per unit of GDP by 17% by 2030, and to build a clean, low-carbon, safe and efficient new energy system.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': '[jurisdictional_scope] The Code integrates over 30 laws into a single umbrella, providing a coordinated and aligned approach to pollution control, ecological protection, and climate change.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': ""The ETS expansion to steel, cement, and aluminum smelting (adding approximately 1,500 enterprises) was completed in 2024, raising total coverage to roughly 60% of China's GHG emissions."", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[penalty_summary] Article 1207: Fines up to RMB 2,000,000 for producing or importing without registration, along with orders for production restriction or suspension for rectification.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[penalty_summary] Non-compliance with ETS obligations — including data falsification, late reporting, or insufficient allowance surrender — triggers substantial fines and potential suspension of operations.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'Verified annual emissions reports; authenticity, accuracy, and completeness are statutory obligations under Article 1037.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': ""The Code's framework anticipates a transition from intensity-based benchmarks to absolute emission caps by 2027 — a structural shift that will significantly strengthen price signals for heavy industry."", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'Five-Year Plan carbon targets: to achieve the goal of carbon peaking as scheduled, to reduce the carbon dioxide emissions per unit of GDP by 17% by 2030, and to build a clean, low-carbon, safe and efficient new energy system.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'The 15th FYP calls for building about 100 national zero-carbon parks to manufacture green products with green energy, with zero-carbon transportation corridors.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'Article 1037 of the Code: major greenhouse emitters are responsible for the authenticity, accuracy, and completeness of their emission statistics and annual emission reports.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': '[penalty_summary] Article 1206: Fines RMB 200,000 to 1,000,000 for registration certificate violations; if not corrected, additional fines of RMB 1,000,000 to 2,000,000.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[penalty_summary] Any entity or individual that pollutes the environment or violates green and low-carbon provisions shall be held legally liable (Art. 1,052).', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'Part II of the Code requires that air-pollution-control measures promote coordinated control of air pollutants, including particulate matter, sulfur dioxide, nitrogen oxides, volatile organic compounds, ammonia, and GHGs (Art. 189).', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[penalty_summary] Chemical violation fines range from RMB 100,000 to RMB 2,000,000 depending on violation type and correction status (Articles 1205–1207). Dual penalties apply simultaneously to enterprises and responsible individuals under Part V.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[penalty_summary] Article 1205: Fines RMB 100,000 to 500,000 for violation of Key Controlled New Pollutant restrictions; if not corrected, additional fines of RMB 500,000 to 1,000,000.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[penalty_summary] Downstream companies that use unregistered raw materials may also face substantial fines and the risk of production suspension.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'Article 1,000 requires enterprises to adopt green procurement practices and develop green supply chains by prioritizing energy-efficient, water-saving, and resource-conserving materials, products, and services.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[primary_deadline] The five months before August 15, 2026 are not a grace period — they are the last window to transition from reactive compliance to proactive environmental governance before the new baseline takes effect.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
27f22c4f-9d58-4ff6-afc5-1aad5b229d91,market_signal,pending_human_verify,False,"[{'reason': 'no_section_content', 'criterion': 2}, {'reason': 'missing_full_brief', 'criterion': 6}]"
282e480c-3d79-4ab8-8f60-b4c77fa3b228,regional_data,quarantined,False,"[{'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
29132ca6-9172-45ab-95c2-e7fd7b8aa62a,initiative,verified,True,[]
2943632e-cca4-412c-8e89-487b301692ce,market_signal,quarantined,False,"[{'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
2a61e051-2c18-4464-9080-52c6b2964edf,regulation,quarantined,False,"[{'claim': 'Under the banking and borrowing scheme, the total debt of a manufacturer cannot be higher than 5% of its 2025 target multiplied by the respective number of vehicles.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[gate-a-backfill] The original Regulation (EU) 2019/1242 required that average CO2 emissions from selected HDV categories be reduced by 15% in 2025 and by 30% in 2030, relative to a 2019/2020 baseline.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[penalty_summary] Manufacturers are required to pay a per-vehicle penalty of €4,250 for each gCO₂/t-km of excess emissions from 2025 onward.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': '[jurisdictional_scope] Heavy-duty vehicles that made up 92% of sales in 2023 are now covered under the new regulation. The revision widens the scope of covered vehicles to include more truck types, buses, coaches, trailers, and vocational vehicles.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'Globally, the legislation is one of the most ambitious greenhouse gas standards for the heavy-duty vehicle sector. Trucks and buses comprise 2% of the vehicles on the road in Europe but are the second largest contributors to CO2 emissions in transport. In 2021, they were responsible for 28% of CO₂ emissions from the European road transport sector.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}, {'claim': 'The CO₂ standards follow a tank-to-wheel approach, addressing only the tailpipe CO₂ emissions of the regulated vehicle groups.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': None}, {'claim': 'The legislation was approved by the European Parliament on April 10, 2024 and ratified by the Council of the European Union on May 13, 2024.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'regulation', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 4}]"
2b3c4c9b-0d85-433f-b7c3-44c6d15ca52f,directive,verified,True,[]
2c022995-796f-4d62-b10d-537fb0336119,framework,quarantined,False,"[{'claim': '[effective_date] As of 2020, the CEC operates in accordance with the Environmental Cooperation Agreement, which entered into force at the same time as the CUSMA/T-MEC/USMCA.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The Parties shall continue to participate in the Commission, originally established under the NAAEC.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The Council shall hold public meetings in the course of all regular sessions.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': '[primary_deadline] The Independent Review Committee is to provide an Independent Report to the Council by 31 May 2026.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': 'The Council shall convene in regular session, held at least once a year, unless the Council decides otherwise.', 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'claim': ""The CEC's Strategic Plan 2021-2025 marks a renewed commitment by Canada, Mexico and the United States to work together on pressing regional and global issues related to trade and the environment within the framework of a new trilateral free trade agreement and a new Environmental Cooperation Agreement."", 'reason': 'fact_below_authority_floor', 'priority': 'LOW', 'criterion': 3, 'floor_max': 2, 'item_type': 'framework', 'floor_basis': 'item_type_unconditional', 'floor_scope': 'default', 'source_tier_derived': 3}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
2c45cae1-cbf7-4517-a4c5-a81d8f8f0de3,regulation,verified,True,[]
2d2cd311-d026-457c-bbd0-9b65a8f6cf60,regulation,verified,True,[]
2e3ef7e7-25e3-4cca-8ef6-79e67b1e0000,regional_data,quarantined,False,"[{'reason': 'missing_required_slot', 'slot_key': 'region_jurisdiction', 'criterion': 5, 'item_type': 'regional_data'}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
2fc50445-67ac-411d-b454-ced5d0851d1d,market_signal,quarantined,False,"[{'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
3105da5c-0afd-403c-98c5-4099a9e14beb,regional_data,verified,True,[]
319f785d-0589-489a-9eae-5ba59905f0ec,research_finding,quarantined,False,"[{'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
31b18416-9059-4294-96dd-38666468ecf8,initiative,quarantined,False,"[{'url': 'https://hlpf.un.org', 'reason': 'ungrounded_url', 'criterion': 2}, {'reason': 'missing_required_slot', 'slot_key': 'signal_event', 'criterion': 5, 'item_type': 'initiative'}, {'reason': 'missing_required_slot', 'slot_key': 'driving_parties', 'criterion': 5, 'item_type': 'initiative'}, {'reason': 'missing_required_slot', 'slot_key': 'conversion_trigger', 'criterion': 5, 'item_type': 'initiative'}, {'reason': 'missing_required_slot', 'slot_key': 'action_now', 'criterion': 5, 'item_type': 'initiative'}, {'reason': 'gate_a_unproven_or_stale', 'criterion': 7}]"
31fa31a3-9cf9-4318-8069-b6cef3490ac8,directive,quarantined,False,"[{'url': 'https://epd.georgia.gov/forms-permits/watershed-protection-branch-forms-permits/storm-water-forms/npdes-industrial-storm', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://accgov.com/civicalerts.aspx?aid=6885', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/ozone-state-implementation-plans-sips', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/forms-permits/watershed-protection-branch-forms-permits/storm-water-forms/npdes-construction', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/air-protection-branch/open-burning-rules-georgia/summer-open-burning-ban', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/air-protection-branch/open-burning-rules-georgia', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/air-protection-branch/open-burning-rules-georgia/summer-open-burning-ban', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/watershed-protection-branch/drought-management', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/press-releases/2025-04-28/annual-open-burning', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://proswppp.com/georgia-swppp-requirements', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/watershed-protection-branch/drought-management', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/press-releases/2022-10-17/georgia-epd-statement-redesignation-atlanta-nonattainment-area-attainment', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://federalregister.gov/documents/2025/08/21/2025-15986/air-plan-approval-ga-removal-of-emissions-statements-requirement-and-updates-to-permit-by-rule', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://wtoc.com/2026/04/27/georgia-has-declared-level-1-drought-response-what-does-that-mean', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/forms-permits/watershed-protection-branch-forms-permits/storm-water-forms/npdes-construction', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/watershed-protection-branch/drought-management', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/press-releases/2025-04-28/annual-open-burning', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://federalregister.gov/documents/2022/08/26/2022-17846/air-plan-approval-and-air-quality-designation-ga-redesignation-of-the-atlanta-georgia-2015-8-hour', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/press-releases/2026-04-27/level-1-drought-declared', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/press-releases/2026-04-27/level-1-drought-declared', 'reason': 'ungrounded_url', 'criterion': 2}, {'url': 'https://epd.georgia.gov/forms-permits/watershed-protection-branch-forms-permits/storm-water-forms/npdes-construction', 'reason': 'ungrounded_url', 'criterion': 2}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': 'bf7c2201-5e73-47b8-91f0-67af761204da'}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': '5f49afe0-c165-4205-b10f-99bc5f5406ca'}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': 'de0d643b-eeca-4462-b2ee-cdbb743a6934'}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': 'e4539f3b-2d6b-49dc-ad1d-8ad4b77b8ffc'}, {'reason': 'unlabeled_assertion', 'criterion': 4, 'section_row_id': '3b76fd16-7f3a-4d29-920d-a581e9191a64'}, {'reason': 'missing_required_slot', 'slot_key': 'effective_date', 'criterion': 5, 'item_type': 'directive'}, {'reason': 'missing_required_slot', 'slot_key': 'primary_deadline', 'criterion': 5, 'item_type': 'directive'}, {'reason': 'missing_required_slot', 'slot_key': 'jurisdictional_scope', 'criterion': 5, 'item_type': 'directive'}, {'reason': 'missing_required_slot', 'slot_key': 'penalty_summary', 'criterion': 5, 'item_type': 'directive'}, {'reason': 'missing_full_brief', 'criterion': 6}]"
3373d06e-22a6-4287-8aac-173169159177,research_finding,verified,True,[]
